model,seed,condition,accuracy,macro_f1,weighted_f1,mae,pearson
mult,29,text_50_middle,0.5494505494505495,0.5274092433284858,0.5496350593184258,0.718963623046875,0.4516509812842993
mult,29,text_50_back,0.5164835164835165,0.4923140448075216,0.5198650817961481,0.7151110172271729,0.4434004546392696
mult,29,audio_10_front,0.5892857142857143,0.5415414889505489,0.5736946418342924,0.7045704126358032,0.5285745567469037
mult,29,audio_10_middle,0.5879120879120879,0.5412797968568372,0.5728274847660496,0.7034887075424194,0.5296199888684955
mult,29,audio_10_back,0.5879120879120879,0.5492484948420776,0.578306495024224,0.686970055103302,0.5410176265610167
mult,29,audio_30_front,0.5865384615384616,0.538339700301229,0.5706595376296012,0.7067016959190369,0.5282202722801727
mult,29,audio_30_middle,0.5851648351648352,0.5367982310890778,0.5693840098036912,0.7033464908599854,0.5315523887258647
mult,29,audio_30_back,0.5851648351648352,0.5467046273385529,0.575469811960333,0.6873507499694824,0.5411500513678402
mult,29,audio_50_front,0.5851648351648352,0.5354990952631059,0.5687827820931871,0.707751452922821,0.5293821212742176
mult,29,audio_50_middle,0.5865384615384616,0.5358383360716185,0.5695011243842047,0.7034839391708374,0.5329767812502093
mult,29,audio_50_back,0.5837912087912088,0.546065355632126,0.5743240924761431,0.6872273683547974,0.5411746705318726
mult,29,vision_10_front,0.5906593406593407,0.5427584919746175,0.5748254125493767,0.7039269804954529,0.5291366643051874
mult,29,vision_10_middle,0.5879120879120879,0.53972409627972,0.5719406856202,0.7049382925033569,0.5280357376975036
mult,29,vision_10_back,0.5810439560439561,0.5436004623078088,0.5715506133080831,0.7259342074394226,0.5305541533630487
mult,29,vision_30_front,0.5810439560439561,0.5301032512374821,0.5636445463119706,0.7054858207702637,0.5283258889894907
mult,29,vision_30_middle,0.5837912087912088,0.5343922842903842,0.5671033316040776,0.7061517834663391,0.527393922875717
mult,29,vision_30_back,0.5810439560439561,0.5447374806113189,0.5720638043749441,0.7262791991233826,0.5290855189354348
mult,29,vision_50_front,0.5824175824175825,0.5300427019327548,0.564425498145735,0.7075827717781067,0.5268182247313189
mult,29,vision_50_middle,0.5824175824175825,0.5327407323021358,0.5657798063813101,0.707239031791687,0.5260655080681408
mult,29,vision_50_back,0.5782967032967034,0.5416737479202335,0.5696013709390285,0.7274562120437622,0.5274771897184252
mult,29,audio_vision_30_sync,0.5851648351648352,0.5354728586961542,0.5683357927518616,0.7063522338867188,0.5303880515614415
mult,29,text_audio_30_sync,0.5755494505494505,0.5401123453579034,0.5682338479083694,0.717155396938324,0.48664813276834396
mult,29,audio_vision_30_offset,0.5796703296703297,0.5441230475608415,0.5711282919070427,0.7311215400695801,0.528153990023484
mult,29,audio_30_two_blocks,0.5865384615384616,0.5473283275802759,0.5766341837586633,0.689055323600769,0.5400571208224086
mult,43,clean,0.5755494505494505,0.5219144513176733,0.557230390198964,0.6768243908882141,0.5055829492269491
mult,43,text_10_front,0.5728021978021978,0.5253615071015499,0.5581227718158513,0.6773216128349304,0.4979202010589897
mult,43,text_10_middle,0.5755494505494505,0.5322203534308582,0.5622043810673572,0.6809647083282471,0.49670286440294
mult,43,text_10_back,0.5576923076923077,0.47531682340842646,0.5201308082442215,0.6958668231964111,0.4709126832892411
mult,43,text_30_front,0.5782967032967034,0.5416505972119312,0.570195329563394,0.6905758380889893,0.473593317241633
mult,43,text_30_middle,0.5521978021978022,0.5154258336455705,0.543809946554717,0.6980831623077393,0.46338119717945037
mult,43,text_30_back,0.5384615384615384,0.46176500539254484,0.5056931716744876,0.6953028440475464,0.4667547007169106
mult,43,text_50_front,0.554945054945055,0.5281272800367313,0.5537863107989002,0.7079238295555115,0.4390268243787236
mult,43,text_50_middle,0.5535714285714286,0.5301204440497679,0.5532560317802608,0.7085124254226685,0.4418710550968435
mult,43,text_50_back,0.532967032967033,0.4697546146413029,0.5082900192974465,0.7075775265693665,0.4329874117137525
mult,43,audio_10_front,0.5741758241758241,0.521095559632173,0.556264441078619,0.676967442035675,0.5053455784679138
mult,43,audio_10_middle,0.5769230769230769,0.5241897641731911,0.5589556274190819,0.6766509413719177,0.5055958680393344
mult,43,audio_10_back,0.5906593406593407,0.5601474719269834,0.5851506131950005,0.6732592582702637,0.5069774633691885
mult,43,audio_30_front,0.5755494505494505,0.5234743842123841,0.5581094031281573,0.6783965229988098,0.5040866180642789
mult,43,audio_30_middle,0.5810439560439561,0.529756718490021,0.5638013286412824,0.675640881061554,0.5060328589309858
mult,43,audio_30_back,0.5796703296703297,0.5488155323573362,0.5743758890095766,0.6719498634338379,0.5091959657320172
mult,43,audio_50_front,0.5782967032967034,0.5262458558682218,0.5615229899962367,0.6792925000190735,0.5037967660195478
mult,43,audio_50_middle,0.5810439560439561,0.530871772238979,0.5646186912930737,0.6753681898117065,0.506057297306412
mult,43,audio_50_back,0.5810439560439561,0.5522407373654599,0.5762845672784076,0.6714504957199097,0.5091476611298679
mult,43,vision_10_front,0.5755494505494505,0.522177744148434,0.5573145840502992,0.6759865880012512,0.5065483441422984
mult,43,vision_10_middle,0.5755494505494505,0.5220344571717006,0.557362433265019,0.6764416694641113,0.5061586564183733
mult,43,vision_10_back,0.5892857142857143,0.5450849784578784,0.575711078973568,0.6746495366096497,0.5252410630422515
