run,epoch,train_loss,selection_macro_f1,selection_mae,clean_macro_f1,elapsed_seconds
gru_clean_seed17,4,1.1593548854192097,0.5174901245321143,0.6724230200052261,0.5140444800899575,8.838200807571411
gru_clean_seed17,5,1.1225784718990326,0.5075889762734499,0.6739587783813477,0.5039431701884294,10.885737180709839
gru_clean_seed17,6,1.0874388560100838,0.5176156580030868,0.6681754291057587,0.513916974010623,13.045681238174438
gru_clean_seed17,7,1.0723956260416243,0.5228712721670191,0.6744735985994339,0.5241495504572472,14.82958436012268
gru_clean_seed17,8,1.0475451891069059,0.5264524124807904,0.6750351041555405,0.5198517113890269,16.92193603515625
gru_clean_seed17,9,1.0360731548733182,0.5154934898423763,0.6731602847576141,0.5182321753613314,19.00643515586853
gru_clean_seed17,10,0.9976866179042392,0.4936013610983533,0.7098478525876999,0.49865533209529395,21.300713062286377
gru_clean_seed17,11,0.9708773107440384,0.5205229276796356,0.6895914375782013,0.5204045676067837,23.47837471961975
gru_clean_seed17,12,0.9764096670680575,0.5132393112914978,0.6805518567562103,0.5121855092197096,25.580008029937744
gru_clean_seed17,13,0.9303039764916455,0.5376679110723964,0.6877369284629822,0.530436965236812,27.97297739982605
gru_clean_seed17,14,0.895427405834198,0.5163951854218997,0.6820970326662064,0.5108810099582607,30.030980348587036
gru_clean_seed17,15,0.870936922453068,0.5253730043520145,0.681843712925911,0.5266588191864779,32.03925132751465
gru_clean_seed17,16,0.8483248264701279,0.5133378573305162,0.7019092589616776,0.5147252656662971,34.17184925079346
gru_clean_seed17,17,0.8297555258980504,0.49858555307830565,0.7023316770792007,0.4998024258259301,36.34126400947571
gru_clean_seed17,18,0.8278559821623342,0.4774071693340406,0.7307212203741074,0.47257292325985606,38.26720905303955
gru_clean_seed17,19,0.7912603197274385,0.5066885407112358,0.7141869962215424,0.4941081792387379,40.20861482620239
gru_clean_seed29,1,1.4801067091800548,0.3982166638131525,0.7155577689409256,0.4026500007216778,1.9521808624267578
gru_clean_seed29,2,1.2656235772150535,0.42062364468797886,0.6837942451238632,0.43032578602040433,3.8796136379241943
gru_clean_seed29,3,1.2060727388770491,0.45143952315506397,0.6742201298475266,0.44413473492872785,5.663296699523926
gru_clean_seed29,4,1.1632804936832852,0.5110455872216049,0.6744415462017059,0.5119258900251015,7.505636692047119
gru_clean_seed29,5,1.1207613735287278,0.5279577891794853,0.6638208627700806,0.5286035338495135,9.261423826217651
gru_clean_seed29,6,1.111060889782729,0.5290638776304847,0.6778725236654282,0.5363553598689775,11.059877634048462
gru_clean_seed29,7,1.0898473571847986,0.512891675824958,0.6830984055995941,0.5052007905040239,12.88739538192749
gru_clean_seed29,8,1.0630944161503404,0.5244048420149321,0.6847122013568878,0.527228152195551,14.661873817443848
gru_clean_seed29,9,1.0379045671886868,0.5166426899128764,0.6881167441606522,0.520411504773929,16.413508653640747
gru_clean_seed29,10,1.0277862272880696,0.5164695882506929,0.6948957741260529,0.5291032914743101,18.203305959701538
gru_clean_seed29,11,1.0007469521628485,0.5105676946938036,0.6923099309206009,0.5060866423985794,19.98204755783081
gru_clean_seed29,12,0.9902016321818033,0.5309906033188952,0.6779856532812119,0.5442978353364497,21.73441171646118
gru_clean_seed29,13,0.9416712279672976,0.5114986250733782,0.681124672293663,0.5173559583673478,23.482914924621582
gru_clean_seed29,14,0.9124109756063532,0.5107829481442085,0.7147655636072159,0.5095073372384297,25.224259614944458
gru_clean_seed29,15,0.9059262706173791,0.5120081521104278,0.7055529654026031,0.5095731772078098,26.978983640670776
gru_clean_seed29,16,0.8726651227032697,0.5261001161569602,0.6838056743144989,0.5320849446269073,28.77076506614685
gru_clean_seed29,17,0.8496302885037882,0.5148569952688038,0.7075038701295853,0.5280808927100916,30.49264883995056
gru_clean_seed29,18,0.8135613029201826,0.5099916819662915,0.7262396067380905,0.5087866742924786,32.23095369338989
gru_clean_seed43,1,1.4378928972615137,0.4077658279642848,0.7045489102602005,0.4137438562962921,1.935472011566162
gru_clean_seed43,2,1.2688066473713628,0.45350504668266317,0.6777860075235367,0.45608490300097976,3.828901529312134
gru_clean_seed43,3,1.2028294382271942,0.5055993422533638,0.6754920035600662,0.5041316772865589,5.700196743011475
gru_clean_seed43,4,1.1746184958351984,0.516262049375627,0.6700047552585602,0.5270406416148509,7.5363640785217285
gru_clean_seed43,5,1.1347879392129403,0.5231964038632465,0.6627420634031296,0.5290010644779036,9.361744165420532
gru_clean_seed43,6,1.096594062116411,0.522212098189385,0.670869842171669,0.5296290478808346,11.243969202041626
gru_clean_seed43,7,1.0675934784942203,0.4962501302730509,0.6982516199350357,0.4907554185269751,12.985073804855347
gru_clean_seed43,8,1.0606165837358545,0.5117057475154356,0.6747972518205643,0.5123182662373654,14.715574264526367
gru_clean_seed43,9,1.01605439958749,0.5096921401539618,0.6787234991788864,0.5117523569601893,16.44757628440857
gru_clean_seed43,10,0.9973586234781477,0.5054340369986597,0.6781737804412842,0.5094366518417152,18.172940731048584
gru_clean_seed43,11,0.9694333893281443,0.5150316278826949,0.6722330451011658,0.5172377538012913,19.915308475494385
mlp_seed17,1,1.437655963279583,0.4036717565070279,0.7107021063566208,0.413340923540714,1.0122897624969482
mlp_seed17,2,1.2735744284258947,0.4472210801862842,0.6877623945474625,0.4514372687520156,2.013674736022949
mlp_seed17,3,1.2395762072669134,0.5101429534367371,0.6763174831867218,0.5121425195293146,3.0062742233276367
mlp_seed17,4,1.2096433220086273,0.4967292945969032,0.6727754175662994,0.4956717505003357,3.9254133701324463
mlp_seed17,5,1.18719290583222,0.5100902239903166,0.6690568327903748,0.519887178033159,4.84145975112915
mlp_seed17,6,1.1462082741437134,0.5181059587985013,0.6656870990991592,0.5213168142211047,5.75825047492981
mlp_seed17,7,1.1705911269894353,0.5165416174563013,0.6802545040845871,0.5135079171317618,6.679844379425049
mlp_seed17,8,1.1280719527491816,0.5465987437453813,0.6750345081090927,0.5530160308488236,7.581618309020996
mlp_seed17,9,1.1401816463028942,0.4988224147949909,0.6734957993030548,0.49971587441608295,8.496004343032837
mlp_seed17,10,1.128643712511769,0.47914500193380777,0.6952937841415405,0.47457781199034815,9.41062879562378
mlp_seed17,11,1.0963663878264251,0.47688419032671564,0.680477648973465,0.4747500780067311,10.325857877731323
mlp_seed17,12,1.1215592479264294,0.5190062538751449,0.6699041575193405,0.525775637182894,11.20395827293396
mlp_seed17,13,1.0757333404488034,0.5402387359140208,0.668214350938797,0.5445519508113935,12.123085975646973
mlp_seed17,14,1.0579114975752655,0.5091596150995263,0.6686654686927795,0.5143539145373434,13.003582954406738
mlp_seed29,1,1.4584537435460974,0.433060994181696,0.7179937809705734,0.43927560529268356,1.0418047904968262
mlp_seed29,2,1.2641096269642864,0.5173715211264771,0.6888227164745331,0.5245149313112517,2.038167715072632
mlp_seed29,3,1.2110955626876265,0.5219947909490266,0.6780980080366135,0.5261136683238283,3.009772777557373
mlp_seed29,4,1.1988828204296254,0.5285292149739483,0.6767942160367966,0.5359466694740272,4.031734943389893
mlp_seed29,5,1.188138179205082,0.5421503003368241,0.6715366840362549,0.5458417882063202,5.009419918060303
mlp_seed29,6,1.1699646380212572,0.5411739342459345,0.6756905913352966,0.5496907449445475,6.013537883758545
mlp_seed29,7,1.1593083518522758,0.5019857864726102,0.6707350760698318,0.50959076847055,7.0038158893585205
mlp_seed29,8,1.1478775717594005,0.5341362325360755,0.6745937764644623,0.5439660110077059,7.950770139694214
mlp_seed29,9,1.1352813685381855,0.501350875855359,0.689378947019577,0.5087659271139624,8.876802206039429
mlp_seed29,10,1.132133650558966,0.5094470292662532,0.6966945379972458,0.5102916217010177,9.784662008285522
mlp_seed29,11,1.1106879887757477,0.48903521351593604,0.6921165883541107,0.49750924009155745,10.686835765838623
mlp_seed43,1,1.4273744976079021,0.3915706312302755,0.7113451063632965,0.3918318833097509,0.8929691314697266
mlp_seed43,2,1.2823685628396493,0.4890477686961299,0.6789257675409317,0.4855584301781442,1.8410313129425049
mlp_seed43,3,1.2217271835715682,0.498111573881794,0.6761176288127899,0.5064810606060606,2.767378568649292
mlp_seed43,4,1.2056576157057728,0.513833402445075,0.6729913502931595,0.5197890850493121,3.714860677719116
mlp_seed43,5,1.17880622987394,0.5193689925127799,0.6632633209228516,0.5222963559845081,4.693017482757568
mlp_seed43,6,1.1637181330610205,0.5199148001988299,0.6727112084627151,0.5199128566331163,5.657630920410156
mlp_seed43,7,1.1437686725899026,0.4856013730155787,0.6896862089633942,0.48387071804689086,6.5723395347595215
mlp_seed43,8,1.13939161212356,0.5267849288059563,0.673474907875061,0.5270975056689342,7.5133514404296875
mlp_seed43,9,1.1240740882025824,0.5288518656713768,0.6707203537225723,0.5258944815592209,8.423430919647217
mlp_seed43,10,1.1064328120814428,0.49389015417427956,0.6890258938074112,0.4952136905379992,9.370035648345947
mlp_seed43,11,1.0891180215058502,0.5193996815384041,0.674023911356926,0.5188854860986009,10.26858639717102
mlp_seed43,12,1.0869965718852148,0.4649017177946186,0.6804190427064896,0.4612292349404275,11.20183515548706
mlp_seed43,13,1.0742953298268494,0.4558371069905961,0.726140484213829,0.4531249202996817,12.094014406204224
mlp_seed43,14,1.0787185452602528,0.5288005069289293,0.6670442223548889,0.5340368052212058,12.976551294326782
mlp_seed43,15,1.0448117708718334,0.5139668664422407,0.6872062981128693,0.5171146322629089,13.905490159988403
smooth_aug_seed17,1,1.4858365721172757,0.3554228113796053,0.7173954844474792,0.3511244966988433,1.6769201755523682
smooth_aug_seed17,2,1.3154902513380404,0.42327299686519604,0.6894274055957794,0.42818202914085784,3.3271055221557617
smooth_aug_seed17,3,1.247428799117053,0.46440878750694753,0.683364748954773,0.46412135282650985,4.993351936340332
smooth_aug_seed17,4,1.2162495619720883,0.4998473099006371,0.6704682856798172,0.5040622885515244,6.538657903671265
smooth_aug_seed17,5,1.184008753961987,0.502163408220041,0.6713911890983582,0.5036411573765139,8.085956811904907
smooth_aug_seed17,6,1.1493607483528279,0.5036162886622172,0.6814354211091995,0.506667539238463,9.646299839019775
smooth_aug_seed17,7,1.1483786481398124,0.5050481302009522,0.6938389092683792,0.511056597004293,11.20425820350647
smooth_aug_seed17,8,1.1175140429426123,0.5347723941500419,0.6772079616785049,0.5417626951635423,12.86260986328125
smooth_aug_seed17,9,1.1171462988411938,0.5011135151729271,0.6859842091798782,0.5037344403588726,14.523098230361938
smooth_aug_seed17,10,1.097289756492332,0.48339645913032175,0.7076509892940521,0.4798734911026809,16.139336109161377
smooth_aug_seed17,11,1.079849616244987,0.5042806497100609,0.6915899813175201,0.5055681485615083,17.745574235916138
smooth_aug_seed17,12,1.0778676690878692,0.5010125129019067,0.6905040293931961,0.5014423417455679,19.337428092956543
smooth_aug_seed17,13,1.045509456484406,0.5182551728903405,0.6934783756732941,0.5249087263957998,20.968194246292114
smooth_aug_seed17,14,1.0307648513052199,0.5069282737937025,0.7005904614925385,0.5155074131386476,22.64184546470642
smooth_aug_seed29,1,1.4955257066973933,0.4006662678825533,0.7123290300369263,0.39681028178437505,1.6114439964294434
smooth_aug_seed29,2,1.3024071234243888,0.4568540758962059,0.6833758354187012,0.44770426757273357,3.226719379425049
smooth_aug_seed29,3,1.2266316722940516,0.4817267720838126,0.6638148576021194,0.4811809429608207,4.914575576782227
smooth_aug_seed29,4,1.1995286257178694,0.48403470844988855,0.6700560599565506,0.4828844056623686,6.532851219177246
smooth_aug_seed29,5,1.1819753679964278,0.5218848014850638,0.6678068041801453,0.536958560160088,8.134003162384033
smooth_aug_seed29,6,1.158605894556752,0.5145148591237387,0.6737706214189529,0.5275404410045061,9.737126111984253
smooth_aug_seed29,7,1.1473740968439314,0.49239653130095296,0.6893288344144821,0.4945887467807831,11.338224649429321
smooth_aug_seed29,8,1.1248083434723042,0.50603564941837,0.6823117882013321,0.5116891667119033,12.957656860351562
smooth_aug_seed29,9,1.1074164244863722,0.5048292555677111,0.6801785826683044,0.520032679738562,14.552531957626343
smooth_aug_seed29,10,1.0855192685568775,0.4977661155955567,0.6880952417850494,0.50241248430939,16.128977298736572
smooth_aug_seed29,11,1.064572071587598,0.4909869419703473,0.6982375979423523,0.4939231282643201,17.704758644104004
smooth_aug_seed43,1,1.469791105499974,0.3617959459087421,0.7122288346290588,0.36236236236236236,1.6623508930206299
smooth_aug_seed43,2,1.3065959281391568,0.4258111362401116,0.6811133325099945,0.43142093486076094,3.2687947750091553
smooth_aug_seed43,3,1.232338097360399,0.4595741648403112,0.6766697764396667,0.46000730344841195,4.771453142166138
smooth_aug_seed43,4,1.2177147655575364,0.4937431388183195,0.6755335479974747,0.49341752395187505,6.269568204879761
smooth_aug_seed43,5,1.1770987047089472,0.5133499537259985,0.6643623560667038,0.5149670707330731,7.794018983840942
smooth_aug_seed43,6,1.1471326417393155,0.5116309884305791,0.6741128861904144,0.5073018329359061,9.30211853981018
smooth_aug_seed43,7,1.129483029798225,0.4957480621606228,0.6993933618068695,0.4938057298691925,10.855011224746704
smooth_aug_seed43,8,1.122749446718781,0.5247311943670073,0.6878576278686523,0.5240807205419628,12.35927700996399
smooth_aug_seed43,9,1.1022220143565424,0.5111774478346018,0.6841362863779068,0.514253321892426,13.873411178588867
smooth_aug_seed43,10,1.0770581055570532,0.5055573446971425,0.6931822597980499,0.5118537856932822,15.359639167785645
smooth_aug_seed43,11,1.068778352604972,0.5195860277107108,0.6791679412126541,0.5203113889307903,16.96727681159973
smooth_aug_seed43,12,1.0547713526973017,0.5073686816105019,0.6897289007902145,0.5053703326410918,18.494560718536377
smooth_aug_seed43,13,1.0460125660454784,0.494442026984594,0.7314624786376953,0.4921217016556702,20.044642448425293
smooth_aug_seed43,14,1.0535879584926147,0.5159804075322548,0.6823732554912567,0.5207574983772676,21.62355637550354
state_aug_seed17,1,1.4766750622678686,0.37536921195990014,0.7125165462493896,0.37006453642469617,2.4956510066986084
state_aug_seed17,2,1.2933066443160728,0.43450523149625786,0.6845903694629669,0.43939387045990513,5.189180135726929
state_aug_seed17,3,1.2315674468323037,0.47529485897158086,0.6795414984226227,0.47118407377643007,7.894197940826416
state_aug_seed17,4,1.1996215791613967,0.5100045905266736,0.6700071543455124,0.5148677409546975,10.487291097640991
state_aug_seed17,5,1.1742286571749934,0.503262697610217,0.6705165803432465,0.5028427044979124,13.074219703674316
state_aug_seed17,6,1.1410992708471086,0.5115159287816945,0.678180456161499,0.5083286278938453,15.508516550064087
state_aug_seed17,7,1.136128792056331,0.517627684310633,0.6847088634967804,0.5209639914138591,18.14551877975464
state_aug_seed17,8,1.1033963914270755,0.5351542340266048,0.6651238799095154,0.5357595944576876,20.578694581985474
state_aug_seed17,9,1.1030375880223733,0.5095449119613517,0.6743475794792175,0.5148418230331925,23.04591155052185
state_aug_seed17,10,1.0726621261349432,0.5054742167288685,0.6981853097677231,0.5135964605818013,25.523213863372803
state_aug_seed17,11,1.058038925683057,0.4926288431281754,0.6814659684896469,0.4968241225909938,27.95466423034668
state_aug_seed17,12,1.0499669788060364,0.4950610555416322,0.6813810914754868,0.4996858712694145,30.25716519355774
state_aug_seed17,13,1.024703007053446,0.5239912204984093,0.675228163599968,0.5286793372319688,32.54575181007385
state_aug_seed17,14,1.0072868618148345,0.5088840597704829,0.6806131303310394,0.5118239237862383,34.9754753112793
state_aug_seed29,1,1.5321352790903162,0.37884427293917766,0.7214998751878738,0.3810356633880927,2.405097246170044
state_aug_seed29,2,1.339077717728085,0.4374704405105346,0.6946962922811508,0.43065763183911104,4.721479654312134
state_aug_seed29,3,1.2500429771564625,0.466080544555916,0.6765953153371811,0.4592487842037471,7.18271803855896
state_aug_seed29,4,1.2138290063098625,0.4882884443402097,0.6764257550239563,0.48733182682248893,9.57426142692566
state_aug_seed29,5,1.1943876544634502,0.5275250195030254,0.6776190251111984,0.5442030000312047,12.018465280532837
state_aug_seed29,6,1.1732402421810009,0.5026747788134527,0.6753791272640228,0.5112865873677298,14.507597208023071
state_aug_seed29,7,1.1560561392042372,0.5054839949838325,0.6826651394367218,0.5058306402881211,16.967902660369873
state_aug_seed29,8,1.137083113193512,0.5008468333733335,0.6800186336040497,0.5145647728853208,19.465521097183228
state_aug_seed29,9,1.1156461260936879,0.5012016942618893,0.6763847768306732,0.514096794741956,21.937432765960693
state_aug_seed29,10,1.0933410735042006,0.5060941773156343,0.685129702091217,0.5116205629628517,24.308957815170288
state_aug_seed29,11,1.0716461627571672,0.4851534297861695,0.6885130256414413,0.4760684979784629,26.72428846359253
state_aug_seed43,1,1.4681492116716173,0.37868536333343716,0.7117912918329239,0.3743337887571852,2.578232765197754
state_aug_seed43,2,1.310557316850733,0.42148281322902553,0.6826546937227249,0.42458749818410163,4.99132776260376
state_aug_seed43,3,1.2370833191606734,0.44775273213182915,0.6803732216358185,0.44917218713372503,7.310003042221069
state_aug_seed43,4,1.2130116698918518,0.4721567213746779,0.6799338012933731,0.46796575813717145,9.699957609176636
state_aug_seed43,5,1.1747597566357366,0.4996467804599998,0.6637611240148544,0.5025225435209021,12.16283392906189
state_aug_seed43,6,1.1424901684125264,0.5200289704434131,0.6720423698425293,0.5298341589752805,14.664039611816406
state_aug_seed43,7,1.1265521347522736,0.4973612589064139,0.6985387802124023,0.5037329105492206,17.086010694503784
state_aug_seed43,8,1.1155965935300898,0.518528140712007,0.6844695210456848,0.5320425010862267,19.518695831298828
state_aug_seed43,9,1.0932652133482474,0.512214915265123,0.6825947463512421,0.5148699220803489,21.994974613189697
state_aug_seed43,10,1.0708255138662126,0.4941956063026944,0.6933259814977646,0.4963908557429317,24.354466438293457
state_aug_seed43,11,1.0598565075132582,0.5037372336384804,0.6829475462436676,0.5062689984384464,26.784082174301147
state_aug_seed43,12,1.045259807948713,0.5102812459940556,0.6872696429491043,0.5208824667393973,29.144383192062378
state_clean_seed17,1,1.4643704295158386,0.391458823088851,0.7120398730039597,0.3906691997024036,2.309807300567627
state_clean_seed17,2,1.268899697948385,0.4487049624826945,0.6873549669981003,0.4505242349669594,4.519414663314819
state_clean_seed17,3,1.199727440321887,0.49722703167331667,0.6778377294540405,0.49509648820185626,6.784224271774292
state_clean_seed17,4,1.1597975172378399,0.5232499836536558,0.6737786680459976,0.5130439573828234,9.135075330734253
state_clean_seed17,5,1.1324767624890362,0.5146713942395454,0.6749114543199539,0.5111177266283794,11.528742790222168
state_clean_seed17,6,1.0926217536131542,0.521096507134544,0.6786022931337357,0.5161135564948908,13.850110530853271
state_clean_seed17,7,1.0964664220809937,0.5237683125414507,0.6745764464139938,0.5302040038100279,16.26628041267395
state_clean_seed17,8,1.0601141176841877,0.528588744597735,0.6717492789030075,0.5440462022889319,18.675405740737915
state_clean_seed17,9,1.0466114282608032,0.5114545366661912,0.6786738485097885,0.5131586337422164,21.03624939918518
state_clean_seed17,10,1.0165982478194766,0.5143369531936792,0.7034911811351776,0.5191990833918747,23.472081422805786
state_clean_seed17,11,0.9898286881270232,0.5126794522979353,0.6789644062519073,0.5148795703619126,25.80136251449585
state_clean_seed17,12,0.9885942770375146,0.5106100344818495,0.6789514124393463,0.5062864988639043,28.335267543792725
state_clean_seed17,13,0.9551548328664567,0.5133122534296948,0.6882374584674835,0.5243480423763399,30.79629945755005
state_clean_seed17,14,0.9282846191415081,0.5097208341823237,0.6813039630651474,0.5154306531355711,33.21281027793884
state_no_gap_seed17,1,1.4766245594731084,0.37523493604852104,0.712423637509346,0.37006453642469617,2.6042287349700928
state_no_gap_seed17,2,1.2933076918125153,0.43475217137653616,0.6845347136259079,0.4403816299810182,5.015989065170288
state_no_gap_seed17,3,1.231631546108811,0.4750484141243773,0.6796239614486694,0.47118407377643007,7.436483860015869
state_no_gap_seed17,4,1.1997375124030643,0.509899889576525,0.6701452136039734,0.5148677409546975,9.818129301071167
state_no_gap_seed17,5,1.1745546305621113,0.5035222864770739,0.6706250756978989,0.5028427044979124,12.180246353149414
state_no_gap_seed17,6,1.1416770628205053,0.5117319826720532,0.6787663847208023,0.5097537359594,14.736678123474121
state_no_gap_seed17,7,1.1368403688625053,0.5175167017005166,0.6851185113191605,0.5209639914138591,17.220741033554077
state_no_gap_seed17,8,1.1045323003221441,0.5328908163228734,0.6654060482978821,0.5358413326208314,19.62432098388672
state_no_gap_seed17,9,1.1042510822967246,0.5085797067904801,0.6745484173297882,0.5130834749709523,21.968791723251343
state_no_gap_seed17,10,1.0738188834102065,0.5067401994117983,0.6990298181772232,0.5140789064525526,24.43185257911682
state_no_gap_seed17,11,1.059286766582065,0.4918854894217278,0.6817937344312668,0.4972553599478618,26.93526792526245
state_no_gap_seed17,12,1.0513273433402732,0.49722623586942283,0.6815356016159058,0.5009983984243535,29.43350577354431
state_no_gap_seed17,13,1.0258139162151902,0.5229971313137318,0.6744642704725266,0.5291727743368021,31.87500286102295
state_no_gap_seed17,14,1.009322427213192,0.5067398638587322,0.6816057413816452,0.5092871124053008,34.40825438499451
state_no_history_seed17,1,1.4833056352756642,0.3585292059201003,0.7172804176807404,0.3549986596046639,1.1232824325561523
state_no_history_seed17,2,1.3101373060985848,0.4282716902159272,0.6899500042200089,0.4278232788639989,2.212705373764038
state_no_history_seed17,3,1.2427637179692586,0.47812183413034387,0.6831497400999069,0.4700894788132722,3.3616554737091064
state_no_history_seed17,4,1.209677349638056,0.5114816945273378,0.6712018400430679,0.5139092231613883,4.466829538345337
state_no_history_seed17,5,1.1800689862834082,0.5050797726440467,0.6714213639497757,0.5048637636872931,5.598598480224609
state_no_history_seed17,6,1.1450302518076367,0.5044967601740955,0.6808131784200668,0.5015549766348814,6.700089931488037
state_no_history_seed17,7,1.143018346141886,0.5053995187478667,0.6965792924165726,0.5045552528420751,7.789047479629517
state_no_history_seed17,8,1.112811282829002,0.5372979670601318,0.6768634766340256,0.5412009818782867,8.882495641708374
state_no_history_seed17,9,1.1138691317152094,0.5064752731442375,0.6869322657585144,0.5061829462947895,9.99593710899353
state_no_history_seed17,10,1.0889333100230605,0.4903221945685268,0.7077096104621887,0.49192059136770455,11.07140040397644
state_no_history_seed17,11,1.0742267381261896,0.507976989987192,0.6898483335971832,0.5129830794435801,12.141136169433594
state_no_history_seed17,12,1.066205891194167,0.5066920949782467,0.6905227601528168,0.5083945872661294,13.19650411605835
state_no_history_seed17,13,1.0393975542651281,0.5174595793395743,0.6934339851140976,0.5194140158545562,14.201603174209595
state_no_history_seed17,14,1.0250687290121008,0.5072622573482297,0.699582502245903,0.5167329683458716,15.274658203125
text_seed17,1,1.4234062411167003,0.4133978165231156,0.7012730836868286,0.4118755640494771,0.9482564926147461
text_seed17,2,1.3021973570187886,0.4239277528519243,0.696234941482544,0.4287118206289191,1.9049322605133057
text_seed17,3,1.2804540351585105,0.49963063049403267,0.6851522475481033,0.50617987415765,2.8060033321380615
text_seed17,4,1.2614647061736495,0.47380629216578546,0.679501861333847,0.47940355219215786,3.6459336280822754
text_seed17,5,1.244201406284615,0.4750828238542902,0.687199279665947,0.4796227129231226,4.50561261177063
text_seed17,6,1.2139823271168604,0.48999984906333616,0.6918837279081345,0.49445938480170976,5.391245126724243
text_seed17,7,1.234842015637292,0.5090109094182508,0.6904291808605194,0.519516618554364,6.277099847793579
text_seed17,8,1.2120803969877738,0.5465935465459089,0.6823190301656723,0.5554533767983046,7.175010442733765
text_seed17,9,1.219998922612932,0.4926198955777054,0.6761411875486374,0.49862843172484705,8.064715385437012
text_seed17,10,1.2099924352433946,0.47395457503572763,0.7151926904916763,0.4793198704533062,8.947820663452148
