sample_id,modality,absolute_error_change,intensity_change,class_changed
Arh2TKRi_mg$_$32,text,-0.08134794235229492,0.08134794235229492,False
Arh2TKRi_mg$_$28,text,0.2409798502922058,0.2409798502922058,True
Arh2TKRi_mg$_$3,text,-0.05773386359214783,0.4331561028957367,False
AxNy9TeTLq8$_$0,text,0.15583348274230957,-0.15583348274230957,False
BSKAHXFYF_I$_$1,text,0.20586302876472473,-0.20586302876472473,False
BSKAHXFYF_I$_$3,text,0.17805704474449158,-0.1780570149421692,True
BSKAHXFYF_I$_$7,text,0.13089576363563538,0.13089576363563538,False
BSKAHXFYF_I$_$8,text,-0.04289093613624573,-0.14267310500144958,False
Baz0VVQ-E9E$_$10,text,0.21173807978630066,0.21173807978630066,False
Baz0VVQ-E9E$_$1,text,0.10155409574508667,0.10155409574508667,True
Baz0VVQ-E9E$_$5,text,0.19096767902374268,-0.19096767902374268,False
Baz0VVQ-E9E$_$7,text,0.21911397576332092,-0.21911397576332092,False
CJGuudyvA0Y$_$4,text,-0.3202190399169922,-0.3202190697193146,False
CPjbogfLHR4$_$2,text,-0.10770633816719055,0.10770633816719055,False
CPjbogfLHR4$_$5,text,0.20904946327209473,-0.20904934406280518,True
DdUJojoFU_c$_$11,text,0.07527369260787964,0.07527369260787964,False
DdUJojoFU_c$_$15,text,-0.14399376511573792,-0.1439937949180603,False
DdUJojoFU_c$_$14,text,0.12150728702545166,0.12150728702545166,False
DdUJojoFU_c$_$17,text,0.034189075231552124,0.034189075231552124,False
DdUJojoFU_c$_$16,text,-0.04508101940155029,-0.04508101940155029,False
DdUJojoFU_c$_$2,text,0.036275267601013184,0.036275267601013184,False
DdUJojoFU_c$_$6,text,0.07050615549087524,-0.07050617039203644,False
DdUJojoFU_c$_$8,text,0.041571855545043945,-0.041571855545043945,False
DlbYiwOnTyk$_$1,text,0.11489224433898926,0.11489218473434448,False
E8MuzHUhUHk$_$15,text,0.1533602476119995,-0.1533602476119995,False
E8MuzHUhUHk$_$14,text,-0.39583688974380493,-0.5139926075935364,False
E8MuzHUhUHk$_$16,text,0.1583627462387085,-0.1583627462387085,False
E8MuzHUhUHk$_$2,text,-0.3793572783470154,-0.39178454875946045,False
E8MuzHUhUHk$_$9,text,-0.1767435520887375,-0.4812535047531128,False
EEjCkc82oyk$_$7,text,0.07737243175506592,0.07737243175506592,False
EEjCkc82oyk$_$9,text,0.5850149393081665,0.5850149393081665,False
EQxkXiWAm08$_$8,text,0.08685651421546936,-0.08685652166604996,False
ET1cU5_A2YM$_$1,text,0.09735536575317383,0.09735548496246338,False
ET1cU5_A2YM$_$3,text,0.00829342007637024,-0.00829342007637024,False
ET1cU5_A2YM$_$6,text,0.09556865692138672,0.09556853771209717,False
EmmuWoCUgXs$_$22,text,-0.16686737537384033,-0.16686734557151794,False
EmmuWoCUgXs$_$7,text,0.4061582386493683,0.4061582684516907,True
Es9MkKsMsjU$_$10,text,0.1336890459060669,0.1336890459060669,True
Es9MkKsMsjU$_$12,text,-0.12317991256713867,-0.12317991256713867,False
Es9MkKsMsjU$_$2,text,0.13394761085510254,0.13394767045974731,False
Es9MkKsMsjU$_$7,text,0.13102710247039795,0.13102710247039795,False
Ezn3p5FWF_U$_$4,text,0.05554074048995972,0.21199184656143188,False
F1U26PLiXjM$_$1,text,-0.17598256468772888,0.17598256468772888,True
F6JV-K840EY$_$2,text,0.043676331639289856,0.3860551714897156,True
FB_b1dm0SRY$_$10,text,0.03909415006637573,-0.03909415006637573,False
FB_b1dm0SRY$_$0,text,-0.0076895952224731445,0.0076895952224731445,False
FB_b1dm0SRY$_$6,text,-0.21934455633163452,0.23572415113449097,False
FB_b1dm0SRY$_$9,text,0.16613593697547913,0.33555349707603455,False
FB_b1dm0SRY$_$8,text,-0.0678631067276001,0.0678631067276001,False
FxxJB8hBpyQ$_$1,text,-0.23760485649108887,-0.23760484158992767,False
Fy0Uid9afM8$_$0,text,0.05350935459136963,0.05350936949253082,True
Fy0Uid9afM8$_$3,text,0.17778176069259644,0.17778179049491882,True
Fy0Uid9afM8$_$5,text,0.14361584186553955,0.1436157524585724,True
Fy0Uid9afM8$_$4,text,0.1349218487739563,0.13492189347743988,False
H1DpVwktfDQ$_$0,text,0.19912755489349365,-0.19912753999233246,False
HGicRLwgtkM$_$1,text,0.0011930465698242188,-0.0011929869651794434,False
HGicRLwgtkM$_$3,text,0.012021183967590332,-0.01202121376991272,False
HGicRLwgtkM$_$2,text,0.031770944595336914,-0.03177100419998169,False
HGicRLwgtkM$_$6,text,-0.061511993408203125,0.061511993408203125,False
HmXXW45eZL4$_$1,text,0.19711783528327942,0.19711783528327942,True
HmXXW45eZL4$_$4,text,-0.16346025466918945,0.16346025466918945,False
IM6HW1HwHhM$_$11,text,0.16607284545898438,-0.16607296466827393,False
IM6HW1HwHhM$_$15,text,0.06080484390258789,-0.06080484390258789,False
IM6HW1HwHhM$_$17,text,-0.0470050573348999,-0.0470050573348999,False
IUmxJNs2zaY$_$3,text,-0.009099364280700684,-0.009099364280700684,False
IUmxJNs2zaY$_$2,text,0.11379384994506836,-0.11379384994506836,False
JAnRCQ9A0vI$_$1,text,-0.12504863739013672,-0.12504863739013672,False
JAnRCQ9A0vI$_$0,text,0.2514723837375641,0.2514723837375641,False
JAnRCQ9A0vI$_$3,text,0.0315975546836853,-0.14990442991256714,False
JAnRCQ9A0vI$_$2,text,0.05334126949310303,0.05334126949310303,False
JAnRCQ9A0vI$_$5,text,-0.07162737846374512,-0.07162737846374512,False
JAnRCQ9A0vI$_$4,text,0.13911056518554688,0.13911056518554688,True
JAnRCQ9A0vI$_$8,text,-0.02662968635559082,0.02662968635559082,False
JOK1SSmPtFw$_$10,text,-0.09430915117263794,-0.09430915117263794,False
JOK1SSmPtFw$_$13,text,-0.30661195516586304,-0.30661195516586304,False
JOK1SSmPtFw$_$14,text,-0.08665167540311813,-0.1269282102584839,False
JOK1SSmPtFw$_$16,text,-0.1266874074935913,-0.1266874074935913,False
JOK1SSmPtFw$_$0,text,0.30812186002731323,-0.30812186002731323,False
JOK1SSmPtFw$_$5,text,-0.05654069408774376,-0.05654069408774376,False
JOK1SSmPtFw$_$4,text,-0.04122619330883026,-0.04122619330883026,True
JOK1SSmPtFw$_$8,text,0.04526817798614502,0.04526817798614502,False
JPT38CA3sGI$_$1,text,0.1536710262298584,-0.15367096662521362,False
JPT38CA3sGI$_$0,text,0.04346060752868652,-0.04346059635281563,False
JPT38CA3sGI$_$5,text,0.20618343353271484,-0.20618358254432678,False
JVpF99zuQhA$_$0,text,-0.14746379852294922,-0.14746379852294922,False
JVpF99zuQhA$_$2,text,-0.05769941955804825,0.05769941955804825,False
JVpF99zuQhA$_$4,text,0.009980935603380203,-0.009980935603380203,False
K0m1tO3Ybyc$_$15,text,0.02112823724746704,0.02112823724746704,False
K0m1tO3Ybyc$_$8,text,-0.11622953414916992,-0.1162295937538147,False
K8gp7ncdUl8$_$5,text,0.3477555513381958,-0.3477555215358734,True
KDjl2exStlI$_$10,text,0.2206782102584839,-0.2206782102584839,True
KDjl2exStlI$_$13,text,0.1450006365776062,-0.1450006365776062,False
KDjl2exStlI$_$5,text,0.04932931065559387,-0.04932931065559387,False
KDjl2exStlI$_$4,text,-0.20864059031009674,0.20864059031009674,False
