model,seed,condition,accuracy,macro_f1,weighted_f1,mae,pearson
gru_clean,17,audio_10_middle,0.5645604395604396,0.5424291848615291,0.5660181318084356,0.6778238415718079,0.5416274802782272
gru_clean,17,audio_10_back,0.5673076923076923,0.5398966989468215,0.5649495840059279,0.6814598441123962,0.5397034615826272
gru_clean,17,audio_30_front,0.5521978021978022,0.5437482527611118,0.5604942171492643,0.6820322871208191,0.5468990443780383
gru_clean,17,audio_30_middle,0.5782967032967034,0.5670550503538319,0.5844674489562665,0.6719337105751038,0.5497192737584466
gru_clean,17,audio_30_back,0.5521978021978022,0.53715211889005,0.5571968384106315,0.6816062927246094,0.541535132970064
gru_clean,17,audio_50_front,0.5343406593406593,0.534675538251657,0.5431604948020748,0.6827553510665894,0.5512589490604289
gru_clean,17,audio_50_middle,0.5618131868131868,0.5608501332559945,0.5710466574094559,0.669050931930542,0.5606172595086897
gru_clean,17,audio_50_back,0.5521978021978022,0.5477303896171747,0.5610012224232336,0.6791483759880066,0.5447769676950771
gru_clean,17,vision_10_front,0.5604395604395604,0.5269892859096595,0.5556552011477524,0.6796727776527405,0.5400396939585492
gru_clean,17,vision_10_middle,0.5576923076923077,0.526993461419691,0.5541929271437468,0.6796984076499939,0.5382970122179621
gru_clean,17,vision_10_back,0.5631868131868132,0.5326678968655107,0.5596941535028739,0.6828077435493469,0.5367396244716496
gru_clean,17,vision_30_front,0.5659340659340659,0.5348432407679747,0.5626264325440683,0.6739464402198792,0.5394543384542001
gru_clean,17,vision_30_middle,0.5659340659340659,0.5327745177055953,0.5618730940878448,0.6724921464920044,0.5386946928065195
gru_clean,17,vision_30_back,0.5769230769230769,0.5473721534662376,0.574351809392793,0.6801335215568542,0.532419600214488
gru_clean,17,vision_50_front,0.5769230769230769,0.5481697685743928,0.5753226848423126,0.6697847247123718,0.5403537887925214
gru_clean,17,vision_50_middle,0.5741758241758241,0.5479151205972194,0.5729611440245107,0.6710999608039856,0.5365917740147953
gru_clean,17,vision_50_back,0.5810439560439561,0.5560365982621013,0.580569456410698,0.678877592086792,0.5265664077111732
gru_clean,17,audio_vision_30_sync,0.5796703296703297,0.5697824276518006,0.5865564986078121,0.6606375575065613,0.5538048834046694
gru_clean,17,text_audio_30_sync,0.5247252747252747,0.5120337218320118,0.5329516898794903,0.7094674706459045,0.47873002599469777
gru_clean,17,audio_vision_30_offset,0.5590659340659341,0.5534527524191597,0.5684437123548878,0.6758595108985901,0.5417583827566695
gru_clean,17,audio_30_two_blocks,0.5590659340659341,0.5443139713486278,0.5641958930643461,0.6822903156280518,0.542495285381056
gru_clean,29,clean,0.5686813186813187,0.5442978353364497,0.5684748585469338,0.6726223230361938,0.5394322550729788
gru_clean,29,text_10_front,0.5494505494505495,0.5285330084248376,0.5516728438794976,0.6817218065261841,0.5219624381087336
gru_clean,29,text_10_middle,0.5480769230769231,0.5272930094864967,0.5501961881334412,0.6815612316131592,0.5248397842667817
gru_clean,29,text_10_back,0.5467032967032966,0.5227338175039598,0.5479339156630438,0.6821090579032898,0.5201865232737296
gru_clean,29,text_30_front,0.5412087912087912,0.5204626005541337,0.5444412032349267,0.7115857601165771,0.44839768782262085
gru_clean,29,text_30_middle,0.5192307692307693,0.5024332069523839,0.524700916985202,0.705390453338623,0.46019734498856874
gru_clean,29,text_30_back,0.521978021978022,0.507365224740172,0.5279136555980372,0.6983568072319031,0.48920884309403695
gru_clean,29,text_50_front,0.4835164835164835,0.4704784529101021,0.4919251257876191,0.734657347202301,0.39535535225342994
gru_clean,29,text_50_middle,0.4835164835164835,0.4700116371314081,0.491423079528985,0.7301306128501892,0.3976104372672983
gru_clean,29,text_50_back,0.489010989010989,0.4788511507863276,0.49723802631447733,0.719795823097229,0.42962366649334793
